wav_filename,Transcript,WACC,WER_class,BLUE,WER,WACC_class,Blue_class,Blue_class_original,WER_class_original,WACC_class_original,WACC_original,WER_original,BLUE_original
/kaggle/working/datavoice/arctic_a0024.wav,it was my reports from the north which chiefly induced people to buy,84.61538461538461,avg,0.7016035864257111,0.15384615384615385,avg,avg,low,low,low,44.444444444444436,0.5555555555555556,0.4235848360944118
/kaggle/working/datavoice/arctic_a0025.wav,i was about to do this when cooler judgment prevailed,100.0,high,1.0,0.0,high,high,avg,avg,avg,77.7777777777778,0.2222222222222222,0.6716877364745231
/kaggle/working/datavoice/arctic_a0026.wav,it occurred to me that there would have to be an accounting,76.92307692307692,avg,0.7361703354503866,0.2307692307692308,avg,avg,avg,avg,avg,83.33333333333334,0.16666666666666666,0.8070557274927982
/kaggle/working/datavoice/arctic_a0027.wav,to my surprise he began to show actual enthusiasm in my favor,100.0,high,1.0,0.0,high,high,high,high,high,90.9090909090909,0.09090909090909093,0.9131007162822624
/kaggle/working/datavoice/arctic_a0028.wav,robbery bribery fraud,100.0,high,1.0,0.0,high,high,avg,low,low,66.66666666666667,0.3333333333333333,0.7598356856515925
/kaggle/working/datavoice/arctic_a0029.wav,their forces were already moving into the north country,66.66666666666667,low,0.5873949094699213,0.3333333333333333,low,low,low,low,low,62.5,0.375,0.6004287712485592
/kaggle/working/datavoice/arctic_a0030.wav,i had faith in them,100.0,high,1.0,0.0,high,high,low,low,low,0.0,1.0,0.3901126486653949
/kaggle/working/datavoice/arctic_a0031.wav,they were three hundred yards apart,60.0,low,0.5475182535069453,0.4,low,low,low,low,low,60.0,0.4,0.5475182535069453
/kaggle/working/datavoice/arctic_a0032.wav,since then some mysterious force has been fighting us at every step,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0033.wav,he unfolded a long typewritten letter and handed it to gregson,69.23076923076923,low,0.4844273237963864,0.3076923076923077,low,low,low,avg,avg,83.33333333333334,0.16666666666666666,0.6340466277046861
/kaggle/working/datavoice/arctic_a0034.wav,men of seldens stamp dont stop at women and children,80.0,avg,0.4671379777282001,0.2,avg,low,low,low,low,62.5,0.375,0.4630777161991027
/kaggle/working/datavoice/arctic_a0035.wav,he stopped and philip nodded at the horrified question in his eyes,100.0,high,1.0,0.0,high,high,low,avg,avg,81.81818181818181,0.18181818181818185,0.6407117598241614
/kaggle/working/datavoice/arctic_a0036.wav,she turned in at the hotel,66.66666666666667,low,0.6042750794713536,0.3333333333333333,low,low,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0037.wav,i was the only one who remained sitting,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0038.wav,well have to watch our chances,83.33333333333334,avg,0.7598356856515925,0.16666666666666666,avg,avg,avg,avg,avg,83.33333333333334,0.16666666666666666,0.7598356856515925
/kaggle/working/datavoice/arctic_a0039.wav,the ship should be in within a week or ten days,44.444444444444436,low,0.2644967217413845,0.5555555555555556,low,low,low,low,low,-39.99999999999999,1.4,0.20142070913129906
/kaggle/working/datavoice/arctic_a0040.wav,i suppose you wonder why she is coming up here,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0041.wav,meanwhile ill go out to breathe a spell,55.55555555555557,low,0.4153509237206396,0.4444444444444444,low,low,low,low,low,66.66666666666667,0.3333333333333333,0.5873949094699213
/kaggle/working/datavoice/arctic_a0042.wav,how could he explain his possession of the sketch,100.0,high,1.0,0.0,high,high,avg,avg,avg,77.7777777777778,0.2222222222222222,0.7259795291154771
/kaggle/working/datavoice/arctic_a0043.wav,it seemed nearer to him since he had seen and talked with gregson,85.71428571428572,avg,0.8385766789076257,0.14285714285714285,avg,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0044.wav,her own betrayal of herself was like tonic to philip,90.0,avg,0.7071067811865475,0.1,avg,avg,low,low,low,-33.33333333333333,1.3333333333333333,0.2608840516436559
/kaggle/working/datavoice/arctic_a0045.wav,he moved away as quietly as he had come,88.88888888888891,avg,0.6606328636027614,0.1111111111111111,avg,avg,low,low,low,50.0,0.5,0.40564972433082536
/kaggle/working/datavoice/arctic_a0046.wav,the girl faced him her eyes shining with sudden fear,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0047.wav,close beside him gleamed the white fangs of the wolf dog,100.0,high,1.0,0.0,high,high,high,high,high,90.9090909090909,0.09090909090909093,0.8931539818068694
/kaggle/working/datavoice/arctic_a0048.wav,he looked at the handkerchief more closely,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0049.wav,gregson was asleep when he re entered the cabin,80.0,avg,0.7598356856515925,0.2,avg,avg,low,low,low,57.14285714285714,0.42857142857142855,0.6080253214198359
/kaggle/working/datavoice/arctic_a0050.wav,in spite of their absurdity the words affected philip curiously,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0051.wav,the lace was of a delicate ivory color faintly tinted with yellow,91.66666666666666,high,0.8265168183793802,0.08333333333333333,high,high,avg,high,high,91.66666666666666,0.08333333333333333,0.8265168183793802
/kaggle/working/datavoice/arctic_a0052.wav,it was a curious coincidence,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0053.wav,suddenly his fingers closed tightly over the handkerchief,100.0,high,1.0,0.0,high,high,low,low,low,57.14285714285714,0.42857142857142855,0.5329462628216854
/kaggle/working/datavoice/arctic_a0054.wav,there was nothing on the rock,100.0,high,1.0,0.0,high,high,avg,avg,avg,83.33333333333334,0.16666666666666666,0.7598356856515925
/kaggle/working/datavoice/arctic_a0055.wav,philip stood undecided his ears strained to catch the slightest sound,100.0,high,1.0,0.0,high,high,avg,low,low,66.66666666666667,0.3333333333333333,0.6913086465463161
/kaggle/working/datavoice/arctic_a0056.wav,pearces little eyes were fixed on him shrewdly,87.5,avg,0.8408964152537145,0.125,avg,high,low,low,low,60.0,0.4,0.5169731539571706
/kaggle/working/datavoice/arctic_a0057.wav,i have no idea replied philip,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0058.wav,i came for information more out of curiosity than anything else,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0059.wav,his immaculate appearance was gone,80.0,avg,0.668740304976422,0.2,avg,avg,low,low,low,60.0,0.4,0.5623413251903491
/kaggle/working/datavoice/arctic_a0060.wav,anyway no one saw her like that,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0061.wav,philip snatched at the letter which gregson held out to him,83.33333333333334,avg,0.6340466277046861,0.16666666666666666,avg,low,avg,low,low,70.0,0.3,0.6875277599365699
/kaggle/working/datavoice/arctic_a0062.wav,the men stared into each others face,85.71428571428572,avg,0.6434588841607617,0.14285714285714285,avg,low,low,avg,avg,85.71428571428572,0.14285714285714285,0.6434588841607617
/kaggle/working/datavoice/arctic_a0063.wav,yes it was a man who asked a stranger,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0064.wav,the fourth and fifth days passed without any developments,88.88888888888891,avg,0.8633400213704505,0.1111111111111111,avg,high,avg,avg,avg,75.0,0.25,0.7420884818558928
/kaggle/working/datavoice/arctic_a0065.wav,they closed now until his fingers were like cords of steel,90.9090909090909,high,0.8931539818068694,0.09090909090909093,high,high,high,high,high,90.9090909090909,0.09090909090909093,0.8931539818068694
/kaggle/working/datavoice/arctic_a0066.wav,he saw jeanne falter for a moment,71.42857142857143,avg,0.5169731539571706,0.2857142857142857,avg,low,low,low,low,-25.0,1.25,0.3018153515504545
/kaggle/working/datavoice/arctic_a0067.wav,surely i will excuse you she cried,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0068.wav,in a flash philip followed its direction,50.0,low,0.4301250851313263,0.5,low,low,low,low,low,50.0,0.5,0.4301250851313263
/kaggle/working/datavoice/arctic_a0069.wav,it was his intention to return to eileen and her father,83.33333333333334,avg,0.6340466277046861,0.16666666666666666,avg,low,avg,high,high,90.9090909090909,0.09090909090909093,0.7016879391277372
/kaggle/working/datavoice/arctic_a0070.wav,he would first hunt up gregson and begin his work there,90.9090909090909,high,0.8931539818068694,0.09090909090909093,high,high,avg,avg,avg,80.0,0.2,0.7963580315032781
/kaggle/working/datavoice/arctic_a0071.wav,what was the object of your little sensation,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0072.wav,but who was eileens double,60.0,low,0.5623413251903491,0.4,low,low,low,low,low,0.0,1.0,0.3901126486653949
/kaggle/working/datavoice/arctic_a0073.wav,the promoters eyes were heavy with little puffy bags under them,100.0,high,1.0,0.0,high,high,avg,avg,avg,90.0,0.1,0.7516501147964686
/kaggle/working/datavoice/arctic_a0074.wav,and now down there eileen was waiting for him,88.88888888888891,avg,0.5969491792019646,0.1111111111111111,avg,low,low,low,low,42.85714285714286,0.5714285714285714,0.3884935863283276
/kaggle/working/datavoice/arctic_a0075.wav,there has been a change she interrupted him,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0076.wav,the gray eyes faltered the flush deepened,85.71428571428572,avg,0.6434588841607617,0.14285714285714285,avg,low,low,low,low,66.66666666666667,0.3333333333333333,0.4548019047027907
/kaggle/working/datavoice/arctic_a0077.wav,it is the fire partly she said,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0078.wav,then at the supper he tried to fathom her,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0079.wav,it was a large canoe,80.0,avg,0.668740304976422,0.2,avg,avg,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0080.wav,what if jeanne failed him,80.0,avg,0.7952707287670506,0.2,avg,avg,low,low,low,-33.33333333333333,1.3333333333333333,0.3901126486653949
/kaggle/working/datavoice/arctic_a0081.wav,what if she did not come to the rock,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0082.wav,his face was streaming with blood,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0083.wav,a shadow was creeping over pierres eyes,75.0,avg,0.5410822690539396,0.25,avg,low,low,low,low,0.0,1.0,0.3769486629893372
/kaggle/working/datavoice/arctic_a0084.wav,scarcely had he uttered the name when pierres closing eyes shot open,91.66666666666666,high,0.7348889200874658,0.08333333333333333,high,avg,low,low,low,25.0,0.75,0.37288786399304175
/kaggle/working/datavoice/arctic_a0085.wav,a trickle of fresh blood ran over his face,100.0,high,1.0,0.0,high,high,low,low,low,0.0,1.0,0.3004843884984905
/kaggle/working/datavoice/arctic_a0086.wav,death had come with terrible suddenness,83.33333333333334,avg,0.7598356856515925,0.16666666666666666,avg,avg,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0087.wav,philip bent lower and stared into the face of the dead man,81.81818181818181,avg,0.8155395405382073,0.18181818181818185,avg,high,avg,avg,avg,72.72727272727273,0.2727272727272727,0.7177659214467677
/kaggle/working/datavoice/arctic_a0088.wav,he made sure that the magazine was loaded and resumed his paddling,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0089.wav,the nightglow was treacherous to shoot by,71.42857142857143,avg,0.4347208719449914,0.2857142857142857,avg,low,low,low,low,20.0,0.8,0.4171622699855093
/kaggle/working/datavoice/arctic_a0090.wav,the singing voice approached rapidly,100.0,high,1.0,0.0,high,high,avg,avg,avg,80.0,0.2,0.668740304976422
/kaggle/working/datavoice/arctic_a0091.wav,his blood grew hot with rage at the thought,100.0,high,1.0,0.0,high,high,low,low,low,16.666666666666664,0.8333333333333334,0.3081980909598119
/kaggle/working/datavoice/arctic_a0092.wav,he went down in midstream searching the shadows of both shores,83.33333333333334,avg,0.6340466277046861,0.16666666666666666,avg,low,low,avg,avg,83.33333333333334,0.16666666666666666,0.6340466277046861
/kaggle/working/datavoice/arctic_a0093.wav,for a full minute he crouched and listened,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0094.wav,he had barely entered this when he saw the glow of a fire,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0095.wav,a big canvas tent was the first thing to come within his vision,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0096.wav,perhaps she had already met her fate a little deeper in the forest,78.57142857142857,avg,0.6162607099729586,0.21428571428571427,avg,low,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0097.wav,then you can arrange yourself comfortably among these robes in the bow,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0098.wav,shall i carry you,75.0,avg,0.7071067811865475,0.25,avg,avg,low,low,low,-100.0,2.0,0.0
/kaggle/working/datavoice/arctic_a0099.wav,a maddening joy pounded in his brain,100.0,high,1.0,0.0,high,high,low,low,low,0.0,1.0,0.3340135926488845
/kaggle/working/datavoice/arctic_a0100.wav,you must sleep he urged,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0101.wav,you you would not keep the truth from me,88.88888888888891,avg,0.5969491792019646,0.1111111111111111,avg,low,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0102.wav,he will follow us soon,80.0,avg,0.6042750794713536,0.2,avg,low,low,avg,avg,80.0,0.2,0.6042750794713536
/kaggle/working/datavoice/arctic_a0103.wav,but there came no promise from the bow of the canoe,100.0,high,1.0,0.0,high,high,high,avg,avg,90.0,0.1,0.9048374180359596
/kaggle/working/datavoice/arctic_a0104.wav,she was sleeping under his protection as sweetly as a child,81.81818181818181,avg,0.4832697830906221,0.18181818181818185,avg,low,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0105.wav,only it is so wonderful so almost impossible to believe,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0106.wav,the emotion which she had suppressed burst forth now in a choking sob,92.30769230769228,high,0.842362674378975,0.07692307692307693,high,high,low,avg,avg,76.92307692307692,0.2307692307692308,0.4973567356124544
/kaggle/working/datavoice/arctic_a0107.wav,if you only could know how i thank you,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0108.wav,he waded into the edge of the water and began scrubbing himself,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0109.wav,do you know that you are shaking my confidence in you,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0110.wav,much replied jeanne as tersely,60.0,low,0.6223329772884784,0.4,low,low,avg,low,low,20.0,0.8,0.668740304976422
/kaggle/working/datavoice/arctic_a0111.wav,instead he joined her and they ate like two hungry children,90.9090909090909,high,0.7016879391277372,0.09090909090909093,high,avg,low,low,low,70.0,0.3,0.42268392163412416
/kaggle/working/datavoice/arctic_a0112.wav,he was wounded in the arm,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0113.wav,i suppose you picked that lingo up among the indians,90.0,avg,0.6580370064762462,0.1,avg,avg,low,low,low,16.666666666666664,0.8333333333333334,0.3052796454588787
/kaggle/working/datavoice/arctic_a0114.wav,her words sent a strange chill through philip,57.14285714285714,low,0.5329462628216854,0.42857142857142855,low,low,low,low,low,-133.33333333333331,2.333333333333333,0.14351442318493668
/kaggle/working/datavoice/arctic_a0115.wav,he had no excuse for the feelings which were aroused in him,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0116.wav,was it the rendezvous of those who were striving to work his ruin,92.30769230769228,high,0.7611606003349892,0.07692307692307693,high,avg,low,avg,avg,72.72727272727273,0.2727272727272727,0.5850343668259105
/kaggle/working/datavoice/arctic_a0117.wav,she added with genuine sympathy in her face and voice,100.0,high,1.0,0.0,high,high,low,low,low,66.66666666666667,0.3333333333333333,0.4593613320783059
/kaggle/working/datavoice/arctic_a0118.wav,pierre obeys me when we are together,71.42857142857143,avg,0.6147881529512643,0.2857142857142857,avg,low,low,avg,avg,71.42857142857143,0.2857142857142857,0.6147881529512643
/kaggle/working/datavoice/arctic_a0119.wav,jeanne was turning the bow shoreward,83.33333333333334,avg,0.7598356856515925,0.16666666666666666,avg,avg,avg,avg,avg,83.33333333333334,0.16666666666666666,0.7598356856515925
/kaggle/working/datavoice/arctic_a0120.wav,my right foot feels like that of a chinese debutante,70.0,low,0.6389431042462724,0.3,low,low,high,avg,avg,90.0,0.1,0.8801117367933934
/kaggle/working/datavoice/arctic_a0121.wav,they ate dinner at the fifth and rested for two hours,100.0,high,1.0,0.0,high,high,avg,high,high,90.9090909090909,0.09090909090909093,0.8070557274927981
/kaggle/working/datavoice/arctic_a0122.wav,two years ago i gave up civilization for this,100.0,high,1.0,0.0,high,high,high,avg,avg,87.5,0.125,0.8824969025845955
/kaggle/working/datavoice/arctic_a0123.wav,she had died from cold and starvation,71.42857142857143,avg,0.4347208719449914,0.2857142857142857,avg,low,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0124.wav,it was jeanne singing softly over beyond the rocks,88.88888888888891,avg,0.6606328636027614,0.1111111111111111,avg,avg,avg,avg,avg,88.88888888888891,0.1111111111111111,0.6606328636027614
/kaggle/working/datavoice/arctic_a0125.wav,he was determined now to maintain a more certain hold upon himself,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0126.wav,each day she became a more vital part of him,100.0,high,1.0,0.0,high,high,low,low,low,50.0,0.5,0.5298765308495281
/kaggle/working/datavoice/arctic_a0127.wav,it was a temptation but he resisted it,100.0,high,1.0,0.0,high,high,avg,avg,avg,75.0,0.25,0.6803749333171202
/kaggle/working/datavoice/arctic_a0128.wav,this one hope was destroyed as quickly as it was born,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0129.wav,her face was against his breast,71.42857142857143,avg,0.5169731539571706,0.2857142857142857,avg,low,low,low,low,33.333333333333336,0.6666666666666666,0.5623413251903491
/kaggle/working/datavoice/arctic_a0130.wav,she was his now forever,100.0,high,1.0,0.0,high,high,low,low,low,66.66666666666667,0.3333333333333333,0.5081327481546147
/kaggle/working/datavoice/arctic_a0131.wav,providence had delivered him through the maelstrom,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0132.wav,a cry of joy burst from philips lips,87.5,avg,0.7071067811865475,0.125,avg,avg,avg,avg,avg,87.5,0.125,0.7071067811865475
/kaggle/working/datavoice/arctic_a0133.wav,philip began to feel that he had foolishly overestimated his strength,75.0,avg,0.7102992180127422,0.25,avg,avg,avg,avg,avg,81.81818181818181,0.18181818181818185,0.7860753021519787
/kaggle/working/datavoice/arctic_a0134.wav,he obeyed the pressure of her hand,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0135.wav,i am going to surprise father and you will go with pierre,100.0,high,1.0,0.0,high,high,high,high,high,91.66666666666666,0.08333333333333333,0.9036020036098448
/kaggle/working/datavoice/arctic_a0136.wav,about him everywhere were the evidences of luxury and of age,100.0,high,1.0,0.0,high,high,low,avg,avg,81.81818181818181,0.18181818181818185,0.587728372510532
/kaggle/working/datavoice/arctic_a0137.wav,then he stepped back with a low cry of pleasure,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0138.wav,in the picture he saw each moment a greater resemblance to jeanne,76.92307692307692,avg,0.6115380576901023,0.2307692307692308,avg,low,low,avg,avg,72.72727272727273,0.2727272727272727,0.6381941796682009
/kaggle/working/datavoice/arctic_a0139.wav,he told himself that he washed himself and groomed his disheveled clothes,91.66666666666666,high,0.8265168183793802,0.08333333333333333,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0140.wav,accept a fathers blessing and with it this,75.0,avg,0.5410822690539396,0.25,avg,low,low,avg,avg,75.0,0.25,0.5410822690539396
/kaggle/working/datavoice/arctic_a0141.wav,it seems like a strange pointing of the hand of god,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0142.wav,such things had occurred before he told philip,77.7777777777778,avg,0.4316700106852253,0.2222222222222222,avg,low,low,low,low,50.0,0.5,0.3655552228545123
/kaggle/working/datavoice/arctic_a0143.wav,ah i had forgotten he exclaimed,100.0,high,1.0,0.0,high,high,avg,avg,avg,80.0,0.2,0.8187307530779819
/kaggle/working/datavoice/arctic_a0144.wav,but there was something even more startling than this resemblance,100.0,high,1.0,0.0,high,high,high,avg,avg,90.0,0.1,0.8801117367933934
/kaggle/working/datavoice/arctic_a0145.wav,i have to be careful of them as they tear very easily,91.66666666666666,high,0.7691605673134586,0.08333333333333333,high,avg,avg,high,high,91.66666666666666,0.08333333333333333,0.7691605673134586
/kaggle/working/datavoice/arctic_a0146.wav,of course that is uninteresting she continued,100.0,high,1.0,0.0,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0147.wav,a moment before he was intoxicated by a joy that was almost madness,92.30769230769228,high,0.842362674378975,0.07692307692307693,high,high,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0148.wav,now these things had been struck dead within him,88.88888888888891,avg,0.6606328636027614,0.1111111111111111,avg,avg,high,high,high,100.0,0.0,1.0
/kaggle/working/datavoice/arctic_a0149.wav,for an instant he saw pierre drawn like a silhouette against the sky,84.61538461538461,avg,0.4758733096412523,0.15384615384615385,avg,low,low,avg,avg,72.72727272727273,0.2727272727272727,0.5850343668259105
/kaggle/working/datavoice/arctic_a0150.wav,goodbye pierre he shouted,20.0,low,0.668740304976422,0.8,low,avg,low,low,low,-100.0,2.0,0.0
/kaggle/working/datavoice/arctic_a0151.wav,and macdougall was beyond the trail with three weeks to spare,81.81818181818181,avg,0.4832697830906221,0.18181818181818185,avg,low,low,low,low,66.66666666666667,0.3333333333333333,0.6010525952194526
/kaggle/working/datavoice/arctic_a0152.wav,philip thrust himself against it and entered,100.0,high,1.0,0.0,high,high,low,low,low,33.333333333333336,0.6666666666666666,0.4002764942449165
/kaggle/working/datavoice/arctic_a0153.wav,macdougall tapped his forehead suspiciously with a stubby forefinger,77.7777777777778,avg,0.7259795291154771,0.2222222222222222,avg,avg,low,low,low,57.14285714285714,0.42857142857142855,0.6080253214198359
/kaggle/working/datavoice/arctic_a0154.wav,he was smooth shaven and his hair and eyes were black,90.9090909090909,high,0.7016879391277372,0.09090909090909093,high,avg,avg,high,high,90.9090909090909,0.09090909090909093,0.8070557274927981
/kaggle/working/datavoice/arctic_a0155.wav,wont you draw up gentlemen,80.0,avg,0.668740304976422,0.2,avg,avg,avg,avg,avg,80.0,0.2,0.668740304976422
